id,code,name,external_id,normal_balance_type,eventually_consistent,is_account_set,velocity_context_values,status,created_at
01a07756-ff55-7782-98a2-1155434e7c9d,xK9cyDoq4yGqyUDKxlc2XDH8myJbkkkt,Fresh,,credit,f,f,"{""id"": ""01a07756-ff55-7782-98a2-1155434e7c9d"", ""name"": ""Fresh"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:45.312266+00
01a07756-ff6b-7b03-a84b-eeef7c1ad95f,01a07756-ff6b-7b03-a84b-eeef7c1ad95f,"",,credit,f,t,"{""id"": ""01a07756-ff6b-7b03-a84b-eeef7c1ad95f"", ""name"": ""batch-account-branch"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:45.325283+00
01a07756-ffad-7eb1-88f6-b68375d40999,01a07756-ffad-7eb1-88f6-b68375d40999,"",,credit,f,t,"{""id"": ""01a07756-ffad-7eb1-88f6-b68375d40999"", ""name"": ""batch-account-leaf"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:45.390275+00
01a07756-ffca-7650-9a0b-f9e0d7314f25,01a07756-ffca-7650-9a0b-f9e0d7314f25,"",,credit,f,t,"{""id"": ""01a07756-ffca-7650-9a0b-f9e0d7314f25"", ""name"": ""batch-existing-depth-2"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:45.419343+00
01a07756-ffd9-7c91-a388-ea3d5ed9a0f9,01a07756-ffd9-7c91-a388-ea3d5ed9a0f9,"",,credit,f,t,"{""id"": ""01a07756-ffd9-7c91-a388-ea3d5ed9a0f9"", ""name"": ""batch-dup-parent"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:45.436234+00
01a07756-ffe1-74b0-8c31-baa3bfaa1826,01a07756-ffe1-74b0-8c31-baa3bfaa1826,"",,credit,f,t,"{""id"": ""01a07756-ffe1-74b0-8c31-baa3bfaa1826"", ""name"": ""batch-account-deep-leaf"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:45.443297+00
01a07757-0004-7bc0-a2df-2c08fe983923,01a07757-0004-7bc0-a2df-2c08fe983923,"",,credit,f,t,"{""id"": ""01a07757-0004-7bc0-a2df-2c08fe983923"", ""name"": ""batch-existing-depth-3"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:45.478257+00
01a07757-0018-73d2-8944-7fdbb2d38357,01a07757-0018-73d2-8944-7fdbb2d38357,"",,credit,f,t,"{""id"": ""01a07757-0018-73d2-8944-7fdbb2d38357"", ""name"": ""batch-existing-depth-4"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:45.498461+00
01a07757-0043-7f71-bc0f-9d6449ca37af,01a07757-0043-7f71-bc0f-9d6449ca37af,"",,credit,f,t,"{""id"": ""01a07757-0043-7f71-bc0f-9d6449ca37af"", ""name"": ""batch-existing-depth-5"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:45.540829+00
01a07757-0051-7172-aadb-a188dbc7744f,01a07757-0051-7172-aadb-a188dbc7744f,"",,credit,f,t,"{""id"": ""01a07757-0051-7172-aadb-a188dbc7744f"", ""name"": ""batch-existing-depth-6"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:45.557032+00
01a07757-0070-7b32-bd84-2ddeacb9f43d,01a07757-0070-7b32-bd84-2ddeacb9f43d,"",,credit,f,t,"{""id"": ""01a07757-0070-7b32-bd84-2ddeacb9f43d"", ""name"": ""batch-existing-depth-7"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:45.586649+00
01a07757-007c-7720-9ec9-00701b014435,01a07757-007c-7720-9ec9-00701b014435,"",,credit,f,t,"{""id"": ""01a07757-007c-7720-9ec9-00701b014435"", ""name"": ""batch-existing-depth-8"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:45.598843+00
01a07757-007d-7531-a1b9-8c64fdfb0946,01a07757-007d-7531-a1b9-8c64fdfb0946,"",,credit,f,t,"{""id"": ""01a07757-007d-7531-a1b9-8c64fdfb0946"", ""name"": ""LQjFCznoJRFTRVGALM1NDrCwcIWMflma"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:45.599303+00
01a07757-008f-7f13-9626-5636c56ec08f,01a07757-008f-7f13-9626-5636c56ec08f,"",,credit,f,t,"{""id"": ""01a07757-008f-7f13-9626-5636c56ec08f"", ""name"": ""batch-existing-depth-9"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:45.618408+00
01a07757-00a4-70e0-979c-1dfd69ffa4f2,01a07757-00a4-70e0-979c-1dfd69ffa4f2,"",,credit,f,t,"{""id"": ""01a07757-00a4-70e0-979c-1dfd69ffa4f2"", ""name"": ""batch-existing-depth-10"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:45.646078+00
01a07757-00c9-7301-9bd8-f9b2ac56e8df,01a07757-00c9-7301-9bd8-f9b2ac56e8df,"",,credit,f,t,"{""id"": ""01a07757-00c9-7301-9bd8-f9b2ac56e8df"", ""name"": ""batch-existing-depth-11"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:45.890189+00
01a07757-00f9-7833-9c36-8329865e5199,01a07757-00f9-7833-9c36-8329865e5199,"",,credit,f,t,"{""id"": ""01a07757-00f9-7833-9c36-8329865e5199"", ""name"": ""batch-dup-child"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:45.725892+00
01a07757-014e-7a10-a8d8-e52da3322a77,WosIXYkl0vHPA4Sm3bgdmLmZFemy0k0O,Test Sender Account WosIXYkl0vHPA4Sm3bgdmLmZFemy0k0O,,credit,f,f,"{""id"": ""01a07757-014e-7a10-a8d8-e52da3322a77"", ""name"": ""Test Sender Account WosIXYkl0vHPA4Sm3bgdmLmZFemy0k0O"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:45.813552+00
01a07757-01b9-7960-b78e-a2f08aa50c81,01a07757-01b9-7960-b78e-a2f08aa50c81,"",,credit,f,t,"{""id"": ""01a07757-01b9-7960-b78e-a2f08aa50c81"", ""name"": ""batch-existing-depth-12"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:45.91921+00
01a07757-01e0-7991-85af-cefc91484544,01a07757-01e0-7991-85af-cefc91484544,"",,credit,f,t,"{""id"": ""01a07757-01e0-7991-85af-cefc91484544"", ""name"": ""batch-existing-depth-13"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:45.956619+00
01a07757-01f8-7400-85fd-1c92e5dc918b,01a07757-01f8-7400-85fd-1c92e5dc918b,"",,credit,f,t,"{""id"": ""01a07757-01f8-7400-85fd-1c92e5dc918b"", ""name"": ""batch-existing-depth-14"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:45.977594+00
01a07757-0228-7100-91a7-33eb513d59a3,01a07757-0228-7100-91a7-33eb513d59a3,"",,credit,f,t,"{""id"": ""01a07757-0228-7100-91a7-33eb513d59a3"", ""name"": ""batch-existing-depth-15"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:46.0263+00
01a07757-0238-7050-9e41-f3a0c4f791a0,01a07757-0238-7050-9e41-f3a0c4f791a0,"",,credit,f,t,"{""id"": ""01a07757-0238-7050-9e41-f3a0c4f791a0"", ""name"": ""batch-existing-depth-16"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:46.041405+00
01a07757-0247-74e3-ac1f-d94fb51a1b96,01a07757-0247-74e3-ac1f-d94fb51a1b96,"",,credit,f,t,"{""id"": ""01a07757-0247-74e3-ac1f-d94fb51a1b96"", ""name"": ""batch-existing-depth-17"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:46.058482+00
01a07757-044c-7e10-b8bc-3fb3b339e549,01a07757-044c-7e10-b8bc-3fb3b339e549,"",,credit,f,t,"{""id"": ""01a07757-044c-7e10-b8bc-3fb3b339e549"", ""name"": ""diff-serial-0"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:46.574207+00
01a07757-044c-7e10-b8bc-3fc912dd7b9b,01a07757-044c-7e10-b8bc-3fc912dd7b9b,"",,credit,f,t,"{""id"": ""01a07757-044c-7e10-b8bc-3fc912dd7b9b"", ""name"": ""diff-serial-1"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:46.57652+00
01a07757-044c-7e10-b8bc-3fd1576c5ed2,01a07757-044c-7e10-b8bc-3fd1576c5ed2,"",,credit,f,t,"{""id"": ""01a07757-044c-7e10-b8bc-3fd1576c5ed2"", ""name"": ""diff-serial-2"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:46.57928+00
01a07757-044c-7e10-b8bc-3fee9b265602,01a07757-044c-7e10-b8bc-3fee9b265602,"",,credit,f,t,"{""id"": ""01a07757-044c-7e10-b8bc-3fee9b265602"", ""name"": ""diff-serial-3"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:46.575759+00
01a07757-044c-7e10-b8bc-3ffeaddf47a5,01a07757-044c-7e10-b8bc-3ffeaddf47a5,"",,credit,f,t,"{""id"": ""01a07757-044c-7e10-b8bc-3ffeaddf47a5"", ""name"": ""diff-serial-4"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:46.574277+00
01a07757-076a-7012-8b97-bb680895f24f,pFrlWYGHLVCKzTgJdSr6lLhxjBklnqaY,Test Sender Account pFrlWYGHLVCKzTgJdSr6lLhxjBklnqaY,,credit,f,f,"{""id"": ""01a07757-076a-7012-8b97-bb680895f24f"", ""name"": ""Test Sender Account pFrlWYGHLVCKzTgJdSr6lLhxjBklnqaY"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.372271+00
01a07757-076a-7012-8b97-bb77c1312dcd,qvbuPgkXWcwGSoajiLOzI1bQFStZKWCn,Test Recipient Account qvbuPgkXWcwGSoajiLOzI1bQFStZKWCn,,credit,f,f,"{""id"": ""01a07757-076a-7012-8b97-bb77c1312dcd"", ""name"": ""Test Recipient Account qvbuPgkXWcwGSoajiLOzI1bQFStZKWCn"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.419768+00
01a07757-07ca-7443-9b6a-b322a47089ab,01a07757-07ca-7443-9b6a-b322a47089ab,"",,credit,f,t,"{""id"": ""01a07757-07ca-7443-9b6a-b322a47089ab"", ""name"": ""batch-dense-0"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.468277+00
01a07757-07d7-7a03-a1f6-6802464349aa,01a07757-07d7-7a03-a1f6-6802464349aa,"",,credit,f,t,"{""id"": ""01a07757-07d7-7a03-a1f6-6802464349aa"", ""name"": ""Recipient Set"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.483167+00
01a07757-07e9-7981-b193-01454552c62b,01a07757-07e9-7981-b193-01454552c62b,"",,credit,f,t,"{""id"": ""01a07757-07e9-7981-b193-01454552c62b"", ""name"": ""Sender Set"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.953181+00
01a07757-0813-7a61-a721-06817e98fe56,01a07757-0813-7a61-a721-06817e98fe56,"",,credit,f,t,"{""id"": ""01a07757-0813-7a61-a721-06817e98fe56"", ""name"": ""batch-dense-1"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.545536+00
01a07757-0853-7a70-ab3d-4ff156ecb5a8,01a07757-0853-7a70-ab3d-4ff156ecb5a8,"",,credit,f,t,"{""id"": ""01a07757-0853-7a70-ab3d-4ff156ecb5a8"", ""name"": ""batch-cycle-a"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.604035+00
01a07757-0859-7b61-b4e3-60d3610db614,01a07757-0859-7b61-b4e3-60d3610db614,"",,credit,f,t,"{""id"": ""01a07757-0859-7b61-b4e3-60d3610db614"", ""name"": ""batch-dense-2"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.609968+00
01a07757-085e-7c72-9c6c-9e6d37602cb6,01a07757-085e-7c72-9c6c-9e6d37602cb6,"",,credit,f,t,"{""id"": ""01a07757-085e-7c72-9c6c-9e6d37602cb6"", ""name"": ""batch-path-root"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.623625+00
01a07757-087b-7d40-b4f8-e72c984d8107,01a07757-087b-7d40-b4f8-e72c984d8107,"",,credit,f,t,"{""id"": ""01a07757-087b-7d40-b4f8-e72c984d8107"", ""name"": ""batch-cycle-b"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.646327+00
01a07757-0895-7282-be16-d6f1943295f9,01a07757-0895-7282-be16-d6f1943295f9,"",,credit,f,t,"{""id"": ""01a07757-0895-7282-be16-d6f1943295f9"", ""name"": ""batch-dense-3"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.672279+00
01a07757-08a0-76b3-b0d0-61d59166fb48,01a07757-08a0-76b3-b0d0-61d59166fb48,"",,credit,f,t,"{""id"": ""01a07757-08a0-76b3-b0d0-61d59166fb48"", ""name"": ""batch-depth-0"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.682345+00
01a07757-08a3-7723-8e66-dea68f5221b4,01a07757-08a3-7723-8e66-dea68f5221b4,"",,credit,f,t,"{""id"": ""01a07757-08a3-7723-8e66-dea68f5221b4"", ""name"": ""batch-path-branch"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.686058+00
01a07757-08a7-7520-9126-64eaca331054,01a07757-08a7-7520-9126-64eaca331054,"",,credit,f,t,"{""id"": ""01a07757-08a7-7520-9126-64eaca331054"", ""name"": ""batch-journal-parent"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.696133+00
01a07757-08b1-7811-aa12-b895b549de15,01a07757-08b1-7811-aa12-b895b549de15,"",,credit,f,t,"{""id"": ""01a07757-08b1-7811-aa12-b895b549de15"", ""name"": ""batch-dense-4"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.70009+00
01a07757-08c4-7c81-b10c-06b2d20d662f,01a07757-08c4-7c81-b10c-06b2d20d662f,"",,credit,f,t,"{""id"": ""01a07757-08c4-7c81-b10c-06b2d20d662f"", ""name"": ""batch-dense-5"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.717287+00
01a07757-08cc-7911-8c5f-24aa2c87818e,01a07757-08cc-7911-8c5f-24aa2c87818e,"",,credit,f,t,"{""id"": ""01a07757-08cc-7911-8c5f-24aa2c87818e"", ""name"": ""batch-depth-1"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.726338+00
01a07757-08d6-7e92-83c2-4f97338fafa4,01a07757-08d6-7e92-83c2-4f97338fafa4,"",,credit,f,t,"{""id"": ""01a07757-08d6-7e92-83c2-4f97338fafa4"", ""name"": ""batch-dense-6"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.736333+00
01a07757-08e2-7a40-b67b-0b86e79f55a7,01a07757-08e2-7a40-b67b-0b86e79f55a7,"",,credit,f,t,"{""id"": ""01a07757-08e2-7a40-b67b-0b86e79f55a7"", ""name"": ""batch-path-leaf"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.747838+00
01a07757-08e9-75c3-8fe4-24f2f669644b,01a07757-08e9-75c3-8fe4-24f2f669644b,"",,credit,f,t,"{""id"": ""01a07757-08e9-75c3-8fe4-24f2f669644b"", ""name"": ""batch-dense-7"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.761315+00
01a07757-08f2-7c50-aefe-91d002821ac4,01a07757-08f2-7c50-aefe-91d002821ac4,"",,credit,f,t,"{""id"": ""01a07757-08f2-7c50-aefe-91d002821ac4"", ""name"": ""batch-journal-valid"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.76543+00
01a07757-08ff-72d2-99ee-28959d8f53b3,01a07757-08ff-72d2-99ee-28959d8f53b3,"",,credit,f,t,"{""id"": ""01a07757-08ff-72d2-99ee-28959d8f53b3"", ""name"": ""batch-depth-2"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.777005+00
01a07757-0903-7241-8332-efb51bd0a6de,01a07757-0903-7241-8332-efb51bd0a6de,"",,credit,f,t,"{""id"": ""01a07757-0903-7241-8332-efb51bd0a6de"", ""name"": ""batch-dense-8"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.781451+00
01a07757-090f-7731-bb0e-53a61feb39b3,01a07757-090f-7731-bb0e-53a61feb39b3,"",,credit,f,t,"{""id"": ""01a07757-090f-7731-bb0e-53a61feb39b3"", ""name"": ""batch-depth-3"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.798545+00
01a07757-092a-7c50-9930-03455114bde4,01a07757-092a-7c50-9930-03455114bde4,"",,credit,f,t,"{""id"": ""01a07757-092a-7c50-9930-03455114bde4"", ""name"": ""batch-journal-invalid"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.820291+00
01a07757-0940-77a3-8750-d9b3c1c38a99,01a07757-0940-77a3-8750-d9b3c1c38a99,"",,credit,f,t,"{""id"": ""01a07757-0940-77a3-8750-d9b3c1c38a99"", ""name"": ""batch-dense-9"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.842331+00
01a07757-094c-7221-871f-256e9235287f,01a07757-094c-7221-871f-256e9235287f,"",,credit,f,t,"{""id"": ""01a07757-094c-7221-871f-256e9235287f"", ""name"": ""batch-depth-4"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.855708+00
01a07757-0952-7940-b758-94d02c3b6246,01a07757-0952-7940-b758-94d02c3b6246,"",,credit,f,t,"{""id"": ""01a07757-0952-7940-b758-94d02c3b6246"", ""name"": ""batch-dense-10"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.859813+00
01a07757-099c-7913-88f9-e867d31cf683,01a07757-099c-7913-88f9-e867d31cf683,"",,credit,f,t,"{""id"": ""01a07757-099c-7913-88f9-e867d31cf683"", ""name"": ""batch-dense-11"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.93628+00
01a07757-09aa-7661-a3cb-b57aa4756f7e,01a07757-09aa-7661-a3cb-b57aa4756f7e,"",,credit,f,t,"{""id"": ""01a07757-09aa-7661-a3cb-b57aa4756f7e"", ""name"": ""batch-depth-5"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.947278+00
01a07757-09b3-7003-a566-b96d90f7f249,01a07757-09b3-7003-a566-b96d90f7f249,"",,credit,f,t,"{""id"": ""01a07757-09b3-7003-a566-b96d90f7f249"", ""name"": ""batch-dense-12"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.95632+00
01a07757-09bc-7c41-93f0-9310467b0316,01a07757-09bc-7c41-93f0-9310467b0316,"",,credit,f,t,"{""id"": ""01a07757-09bc-7c41-93f0-9310467b0316"", ""name"": ""batch-depth-6"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.966282+00
01a07757-09c1-7dc3-a257-f352117dbaa8,01a07757-09c1-7dc3-a257-f352117dbaa8,"",,credit,f,t,"{""id"": ""01a07757-09c1-7dc3-a257-f352117dbaa8"", ""name"": ""batch-dense-13"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:47.972286+00
01a07757-09e8-71f3-913e-52db88699c99,01a07757-09e8-71f3-913e-52db88699c99,"",,credit,f,t,"{""id"": ""01a07757-09e8-71f3-913e-52db88699c99"", ""name"": ""batch-dense-14"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:48.010309+00
01a07757-09f7-7ed0-969c-7c73322d9796,01a07757-09f7-7ed0-969c-7c73322d9796,"",,credit,f,t,"{""id"": ""01a07757-09f7-7ed0-969c-7c73322d9796"", ""name"": ""batch-depth-7"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:48.02631+00
01a07757-09fa-7110-af2f-4df41f63c993,01a07757-09fa-7110-af2f-4df41f63c993,"",,credit,f,t,"{""id"": ""01a07757-09fa-7110-af2f-4df41f63c993"", ""name"": ""batch-dense-15"", ""metadata"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}",active,2026-09-06 15:29:48.031275+00
