id,sequence,payload,tracing_context,recorded_at
00e55cb3-92ba-45f0-a3ea-c236d2f69a88,1847,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-9e53-7342-89ec-8daed5452eec"", ""layer"": ""Settled"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 4, ""direction"": ""credit"", ""account_id"": ""01a07757-9dcb-76e1-8828-1f242afd1d85"", ""entry_type"": ""TEST_USD_CR"", ""journal_id"": ""01a07757-99b6-7ff0-bf13-83dd6ad07a1e"", ""description"": null, ""transaction_id"": ""01a07757-9e01-79d3-8314-b264d842c3ac""}}",,2026-09-06 15:30:25.935057+00
00f79cc9-0cc6-45b9-9c0a-34a0b57948d0,811,"{""type"": ""account_created"", ""account"": {""id"": ""01a07757-930d-7133-bbb5-914b4f3c9cc7"", ""code"": ""LOCKCEIL-01a07757930d7133bbb59155476ac695-46"", ""name"": ""lock ceiling 46"", ""config"": {""is_account_set"": false, ""eventually_consistent"": false}, ""status"": ""active"", ""version"": 1, ""metadata"": null, ""description"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}}",,2026-09-06 15:30:23.414343+00
010b706d-8cec-4c9a-a865-49d23d9c0ea2,3479,"{""type"": ""transaction_created"", ""transaction"": {""id"": ""01a07757-a224-7902-a4bd-37e7e8ee43b3"", ""version"": 1, ""metadata"": {""foo"": ""bar""}, ""effective"": ""2026-09-06"", ""entry_ids"": [""01a07757-a300-7f20-aded-70138fcb8480"", ""01a07757-a300-7f20-aded-702c734cbfc5"", ""01a07757-a300-7f20-aded-703ea7daa0fd"", ""01a07757-a300-7f20-aded-7045e86c67a1"", ""01a07757-a301-72d2-b8d1-48a44e215821"", ""01a07757-a301-72d2-b8d1-48bc03a88259""], ""created_at"": ""2026-09-06T15:30:27.026135Z"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""external_id"": null, ""modified_at"": ""2026-09-06T15:30:27.026135Z"", ""correlation_id"": ""01a07757-a224-7902-a4bd-37e7e8ee43b3"", ""tx_template_id"": ""01a07757-920b-70c0-aaa2-cdc1b16ae111""}}",,2026-09-06 15:30:27.026135+00
01102126-7d54-4bf5-8829-c6525e12b69f,2451,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-9ef4-74c0-977d-6b5a654faa4c"", ""layer"": ""Settled"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 4, ""direction"": ""credit"", ""account_id"": ""01a07757-9310-7272-93cd-3c24c3d43a0d"", ""entry_type"": ""TEST_USD_CR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-9e1b-7fe3-9b11-9f3746f4dc1a""}}",,2026-09-06 15:30:25.94797+00
0117805c-0b22-4263-923c-7a9fefbdf122,1376,"{""type"": ""account_created"", ""account"": {""id"": ""01a07757-9326-7163-8c83-7d8e39fe7daa"", ""code"": ""LOCKCEIL-01a07757932671638c837d990e32bdf4-610"", ""name"": ""lock ceiling 610"", ""config"": {""is_account_set"": false, ""eventually_consistent"": false}, ""status"": ""active"", ""version"": 1, ""metadata"": null, ""description"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}}",,2026-09-06 15:30:23.414343+00
0136eafd-fd0e-4ef2-b938-590a0572f887,4139,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a5d3-7e81-93fc-397d0792ef79"", ""layer"": ""Settled"", ""units"": ""1290"", ""version"": 1, ""currency"": ""BTC"", ""metadata"": null, ""sequence"": 2, ""direction"": ""credit"", ""account_id"": ""01a07757-9321-7ac3-8214-c699a0c043a8"", ""entry_type"": ""TEST_BTC_CR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a537-74a3-a019-0f947dcf527c""}}",,2026-09-06 15:30:27.812062+00
0144b283-569b-44c2-8bb6-89bd14fd83a4,1275,"{""type"": ""account_created"", ""account"": {""id"": ""01a07757-9320-7450-bf66-11f1c61fd431"", ""code"": ""LOCKCEIL-01a0775793207450bf66120d5e32f019-509"", ""name"": ""lock ceiling 509"", ""config"": {""is_account_set"": false, ""eventually_consistent"": false}, ""status"": ""active"", ""version"": 1, ""metadata"": null, ""description"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}}",,2026-09-06 15:30:23.414343+00
015d4848-aab9-4d93-a068-6a4ccf48942c,5001,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a827-7182-8184-cbfc063395a7"", ""layer"": ""Settled"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 3, ""direction"": ""debit"", ""account_id"": ""01a07757-9330-7793-a5c3-a86a8e2b116c"", ""entry_type"": ""TEST_USD_DR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a785-7bd1-a8ec-ad31da93d609""}}",,2026-09-06 15:30:28.390981+00
01648b53-b462-4322-bcd2-dfeec5cbab4c,3398,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a2e2-7200-8734-c96ada1aa4f0"", ""layer"": ""Settled"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 3, ""direction"": ""debit"", ""account_id"": ""01a07757-9312-7c83-afc2-25892b6b8e29"", ""entry_type"": ""TEST_USD_DR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a223-7961-ab24-e248e1852c06""}}",,2026-09-06 15:30:27.026135+00
01684f37-0b7c-42d7-9644-dd318a556b67,1224,"{""type"": ""account_created"", ""account"": {""id"": ""01a07757-931f-7852-a7a0-9eb1afa20cba"", ""code"": ""LOCKCEIL-01a07757931f7852a7a09ecfeaa6d72a-458"", ""name"": ""lock ceiling 458"", ""config"": {""is_account_set"": false, ""eventually_consistent"": false}, ""status"": ""active"", ""version"": 1, ""metadata"": null, ""description"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}}",,2026-09-06 15:30:23.414343+00
017307c5-b962-49e5-bf0d-9591fd0376ee,2938,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a468-7453-94db-244f802fdb1f"", ""layer"": ""Pending"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 5, ""direction"": ""debit"", ""account_id"": ""01a07757-9dea-7652-b802-95683ec3887c"", ""entry_type"": ""TEST_USD_PENDING_DR"", ""journal_id"": ""01a07757-99b6-7ff0-bf13-83dd6ad07a1e"", ""description"": null, ""transaction_id"": ""01a07757-a462-7970-8bdb-7ab3d76a84ef""}}",,2026-09-06 15:30:27.558052+00
017cacdc-41e8-4d32-8c71-053d0ca067af,4080,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a5c6-72b3-8bb5-a63ee1b8c0a4"", ""layer"": ""Pending"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 6, ""direction"": ""credit"", ""account_id"": ""01a07757-9320-7450-bf66-11f1c61fd431"", ""entry_type"": ""TEST_USD_PENDING_CR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a537-74a3-a019-0f01ec031029""}}",,2026-09-06 15:30:27.812062+00
01b30e86-aa78-4ba6-bc46-dbf55d6d1385,2412,"{""type"": ""transaction_created"", ""transaction"": {""id"": ""01a07757-9e1b-7fe3-9b11-9eeb879665fc"", ""version"": 1, ""metadata"": {""foo"": ""bar""}, ""effective"": ""2026-09-06"", ""entry_ids"": [""01a07757-9ee8-7210-9099-4c1163ab4a21"", ""01a07757-9ee8-7210-9099-4c23a91f3e5d"", ""01a07757-9ee8-7210-9099-4c3a9fc73fd4"", ""01a07757-9ee8-7210-9099-4c4021a28fd5"", ""01a07757-9ee8-7210-9099-4c54a86e8613"", ""01a07757-9ee9-7d31-93d1-224f3e2eff90""], ""created_at"": ""2026-09-06T15:30:25.947970Z"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""external_id"": null, ""modified_at"": ""2026-09-06T15:30:25.947970Z"", ""correlation_id"": ""01a07757-9e1b-7fe3-9b11-9eeb879665fc"", ""tx_template_id"": ""01a07757-920b-70c0-aaa2-cdc1b16ae111""}}",,2026-09-06 15:30:25.94797+00
01b90af7-4232-4bca-bbb8-6de6458a97ef,4568,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a7c8-7b52-a0f5-14904237b627"", ""layer"": ""Settled"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 4, ""direction"": ""credit"", ""account_id"": ""01a07757-932d-7a30-ad58-6f6f7c3cef42"", ""entry_type"": ""TEST_USD_CR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a785-7bd1-a8ec-a9578d5fe51d""}}",,2026-09-06 15:30:28.390981+00
01c3d395-8683-4821-9e00-e2d83d9b071e,1303,"{""type"": ""account_created"", ""account"": {""id"": ""01a07757-9322-76d3-9eb1-d51ab3955c39"", ""code"": ""LOCKCEIL-01a07757932276d39eb1d52d67559f2e-537"", ""name"": ""lock ceiling 537"", ""config"": {""is_account_set"": false, ""eventually_consistent"": false}, ""status"": ""active"", ""version"": 1, ""metadata"": null, ""description"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}}",,2026-09-06 15:30:23.414343+00
01ceabf2-822a-4e90-a2be-8b9c32bcd712,1299,"{""type"": ""account_created"", ""account"": {""id"": ""01a07757-9321-7ac3-8214-c7528fc7bc56"", ""code"": ""LOCKCEIL-01a0775793217ac38214c76cede96de8-533"", ""name"": ""lock ceiling 533"", ""config"": {""is_account_set"": false, ""eventually_consistent"": false}, ""status"": ""active"", ""version"": 1, ""metadata"": null, ""description"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}}",,2026-09-06 15:30:23.414343+00
01d5d7ab-d201-42ed-a481-98cb8cf1655c,3264,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a2b8-7c81-93af-1505c7b52ef3"", ""layer"": ""Settled"", ""units"": ""1290"", ""version"": 1, ""currency"": ""BTC"", ""metadata"": null, ""sequence"": 2, ""direction"": ""credit"", ""account_id"": ""01a07757-9312-7c83-afc2-20e2047c2289"", ""entry_type"": ""TEST_BTC_CR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a223-7961-ab24-e113afb28f55""}}",,2026-09-06 15:30:27.026135+00
01df2731-70c2-4514-8c43-3a2afb564914,2607,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-9f3f-7d52-8b7f-cb9464feb73b"", ""layer"": ""Settled"", ""units"": ""1290"", ""version"": 1, ""currency"": ""BTC"", ""metadata"": {""sender"": ""01a07757-9dea-7652-b802-95683ec3887c""}, ""sequence"": 1, ""direction"": ""debit"", ""account_id"": ""01a07757-9dea-7652-b802-95683ec3887c"", ""entry_type"": ""TEST_BTC_DR"", ""journal_id"": ""01a07757-99b6-7ff0-bf13-83dd6ad07a1e"", ""description"": null, ""transaction_id"": ""01a07757-9e06-7360-a17f-8e6978012c7b""}}",,2026-09-06 15:30:25.931777+00
01e041ca-998c-4c46-b8ab-958028765b10,534,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-6f59-72c1-9813-3077045859b0"", ""layer"": ""Pending"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 6, ""direction"": ""credit"", ""account_id"": ""01a07757-6d0e-71c0-90d1-1e60b2d89ee4"", ""entry_type"": ""TEST_USD_PENDING_CR"", ""journal_id"": ""01a07757-6cec-7a72-8dff-cbf874ec6d80"", ""description"": null, ""transaction_id"": ""01a07757-6f52-78b3-bc4f-e27fa5a79ee8""}}",,2026-09-06 15:30:13.972785+00
01e06ec9-0d37-43c3-b890-3eb6eef2019c,3674,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a339-79a2-8182-5b31cc07b3a0"", ""layer"": ""Pending"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 6, ""direction"": ""credit"", ""account_id"": ""01a07757-931c-7ca1-9d6f-364ea849709a"", ""entry_type"": ""TEST_USD_PENDING_CR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a224-7902-a4bd-39cba471e480""}}",,2026-09-06 15:30:27.026135+00
01e8d7a7-ed50-426f-95c0-85a11fdd2202,684,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-7a55-7221-8af0-8fe406a3647f"", ""layer"": ""Settled"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 4, ""direction"": ""credit"", ""account_id"": ""01a07757-79b7-7031-9d9e-8fb9eeb1277b"", ""entry_type"": ""TEST_USD_CR"", ""journal_id"": ""01a07757-79b1-7fa1-a073-017d68bb6824"", ""description"": null, ""transaction_id"": ""01a07757-7a53-7680-b9f0-e1636db00d54""}}",,2026-09-06 15:30:16.788244+00
01f17cf8-e5ce-421a-b64f-990f19409a16,822,"{""type"": ""account_created"", ""account"": {""id"": ""01a07757-930e-7421-8220-1e99267ef5a1"", ""code"": ""LOCKCEIL-01a07757930e742182201ea625d46d3e-56"", ""name"": ""lock ceiling 56"", ""config"": {""is_account_set"": false, ""eventually_consistent"": false}, ""status"": ""active"", ""version"": 1, ""metadata"": null, ""description"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}}",,2026-09-06 15:30:23.414343+00
01f1c45c-eb16-4b54-83f7-6ea7e5c228c5,4714,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a7e6-7982-a62a-6d02634b5e50"", ""layer"": ""Settled"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 3, ""direction"": ""debit"", ""account_id"": ""01a07757-932e-71e2-a31e-2f56c44331b4"", ""entry_type"": ""TEST_USD_DR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-a785-7bd1-a8ec-aaad2a14a069""}}",,2026-09-06 15:30:28.390981+00
01f4bd4d-4d08-4b5a-b8d6-65a8b295ca37,1882,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-9e1f-7330-bb0d-51d199a8709b"", ""layer"": ""Settled"", ""units"": ""1290"", ""version"": 1, ""currency"": ""BTC"", ""metadata"": null, ""sequence"": 2, ""direction"": ""credit"", ""account_id"": ""01a07757-930c-7ee1-9b1d-dcb6df88bc07"", ""entry_type"": ""TEST_BTC_CR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-9e1a-7242-a0e7-642373a97570""}}",,2026-09-06 15:30:25.94797+00
01f72c95-8455-4fab-87fe-ae8b9f680b51,1768,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-a070-7600-b8b0-d43aea0854ea"", ""layer"": ""Pending"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 6, ""direction"": ""credit"", ""account_id"": ""01a07757-9f1c-7f63-a99b-7056e80381fa"", ""entry_type"": ""TEST_USD_PENDING_CR"", ""journal_id"": ""01a07757-9b49-78d2-ba3e-8cb7e6c2f25d"", ""description"": null, ""transaction_id"": ""01a07757-a06b-7002-90cf-9dbc204abfa1""}}",,2026-09-06 15:30:26.541392+00
0202a4c2-c915-476c-93c3-e8c96270fc0b,129,"{""type"": ""account_set_created"", ""account_set"": {""id"": ""01a07757-0a34-7af0-b0c5-6607a8c3c6dd"", ""name"": ""batch-depth-10"", ""version"": 1, ""metadata"": null, ""journal_id"": ""01a07757-0638-79e1-a089-baceb9440dfe"", ""description"": null, ""external_id"": null, ""normal_balance_type"": ""credit""}}",,2026-09-06 15:29:48.087136+00
02031134-29d9-4505-8a52-028798db0832,245,"{""type"": ""journal_created"", ""journal"": {""id"": ""01a07757-118a-7102-af85-e89fd7570a38"", ""code"": null, ""name"": ""hUaDi6GpgzlIrEPa3YLFukHnmIJEe5Eq"", ""config"": {""enable_effective_balances"": false}, ""status"": ""active"", ""version"": 1, ""description"": null}}",,2026-09-06 15:29:49.963138+00
0205e44e-498a-4454-b2fc-a558f25d940a,2230,"{""type"": ""transaction_created"", ""transaction"": {""id"": ""01a07757-9e1a-7242-a0e7-67447c87db18"", ""version"": 1, ""metadata"": {""foo"": ""bar""}, ""effective"": ""2026-09-06"", ""entry_ids"": [""01a07757-9e9c-7583-989b-c7afd09af9eb"", ""01a07757-9e9d-7f31-b410-c443f74a41ea"", ""01a07757-9e9d-7f31-b410-c45f5f6dfa3c"", ""01a07757-9e9d-7f31-b410-c46ecb3bafce"", ""01a07757-9e9e-7452-8c93-6ece7c279d36"", ""01a07757-9e9e-7452-8c93-6edbd8bbdcb8""], ""created_at"": ""2026-09-06T15:30:25.947970Z"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""external_id"": null, ""modified_at"": ""2026-09-06T15:30:25.947970Z"", ""correlation_id"": ""01a07757-9e1a-7242-a0e7-67447c87db18"", ""tx_template_id"": ""01a07757-920b-70c0-aaa2-cdc1b16ae111""}}",,2026-09-06 15:30:25.94797+00
02135c41-ff4a-4e40-8718-c0e88a506bad,2324,"{""type"": ""entry_created"", ""entry"": {""id"": ""01a07757-9ec3-72e3-a3bb-f7bff084f299"", ""layer"": ""Settled"", ""units"": ""100"", ""version"": 1, ""currency"": ""USD"", ""metadata"": null, ""sequence"": 3, ""direction"": ""debit"", ""account_id"": ""01a07757-9310-7272-93cd-378bfb6bceea"", ""entry_type"": ""TEST_USD_DR"", ""journal_id"": ""01a07757-90f6-7ca2-9931-c03ede6acaf9"", ""description"": null, ""transaction_id"": ""01a07757-9e1b-7fe3-9b11-9e1a801accba""}}",,2026-09-06 15:30:25.94797+00
