id,journal_id,name,external_id,created_at
01a07757-08a0-76b3-b0d0-61d59166fb48,01a07757-0638-79e1-a089-baceb9440dfe,batch-depth-0,,2026-09-06 15:29:47.682345+00
01a07757-08a3-7723-8e66-dea68f5221b4,01a07757-0847-7c50-9139-9b8a7a2d38f4,batch-path-branch,,2026-09-06 15:29:47.686058+00
01a07757-08a7-7520-9126-64eaca331054,01a07757-064b-7c73-8c77-f948cd74cf51,batch-journal-parent,,2026-09-06 15:29:47.696133+00
01a07757-08b1-7811-aa12-b895b549de15,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-4,,2026-09-06 15:29:47.70009+00
01a07757-08c4-7c81-b10c-06b2d20d662f,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-5,,2026-09-06 15:29:47.717287+00
01a07757-08cc-7911-8c5f-24aa2c87818e,01a07757-0638-79e1-a089-baceb9440dfe,batch-depth-1,,2026-09-06 15:29:47.726338+00
01a07757-08d6-7e92-83c2-4f97338fafa4,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-6,,2026-09-06 15:29:47.736333+00
01a07757-08e2-7a40-b67b-0b86e79f55a7,01a07757-0847-7c50-9139-9b8a7a2d38f4,batch-path-leaf,,2026-09-06 15:29:47.747838+00
01a07757-08e9-75c3-8fe4-24f2f669644b,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-7,,2026-09-06 15:29:47.761315+00
01a07757-08f2-7c50-aefe-91d002821ac4,01a07757-064b-7c73-8c77-f948cd74cf51,batch-journal-valid,,2026-09-06 15:29:47.76543+00
01a07757-08ff-72d2-99ee-28959d8f53b3,01a07757-0638-79e1-a089-baceb9440dfe,batch-depth-2,,2026-09-06 15:29:47.777005+00
01a07757-0903-7241-8332-efb51bd0a6de,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-8,,2026-09-06 15:29:47.781451+00
01a07757-090f-7731-bb0e-53a61feb39b3,01a07757-0638-79e1-a089-baceb9440dfe,batch-depth-3,,2026-09-06 15:29:47.798545+00
01a07757-092a-7c50-9930-03455114bde4,01a07757-07a8-70e0-8e4a-d8a635bcbe2c,batch-journal-invalid,,2026-09-06 15:29:47.820291+00
01a07757-0940-77a3-8750-d9b3c1c38a99,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-9,,2026-09-06 15:29:47.842331+00
01a07757-094c-7221-871f-256e9235287f,01a07757-0638-79e1-a089-baceb9440dfe,batch-depth-4,,2026-09-06 15:29:47.855708+00
01a07757-0952-7940-b758-94d02c3b6246,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-10,,2026-09-06 15:29:47.859813+00
01a07757-099c-7913-88f9-e867d31cf683,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-11,,2026-09-06 15:29:47.93628+00
01a07757-09aa-7661-a3cb-b57aa4756f7e,01a07757-0638-79e1-a089-baceb9440dfe,batch-depth-5,,2026-09-06 15:29:47.947278+00
01a07757-09b3-7003-a566-b96d90f7f249,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-12,,2026-09-06 15:29:47.95632+00
01a07757-09bc-7c41-93f0-9310467b0316,01a07757-0638-79e1-a089-baceb9440dfe,batch-depth-6,,2026-09-06 15:29:47.966282+00
01a07757-09c1-7dc3-a257-f352117dbaa8,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-13,,2026-09-06 15:29:47.972286+00
01a07757-09e8-71f3-913e-52db88699c99,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-14,,2026-09-06 15:29:48.010309+00
01a07757-09f7-7ed0-969c-7c73322d9796,01a07757-0638-79e1-a089-baceb9440dfe,batch-depth-7,,2026-09-06 15:29:48.02631+00
01a07757-09fa-7110-af2f-4df41f63c993,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-15,,2026-09-06 15:29:48.031275+00
01a07757-0a08-7640-bf97-f1b7e8ca63a6,01a07757-0638-79e1-a089-baceb9440dfe,batch-depth-8,,2026-09-06 15:29:48.045161+00
01a07757-0a0a-74a0-a5b0-46df97298901,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-16,,2026-09-06 15:29:48.051509+00
01a07757-0a1f-7661-bafd-bfd1f69ea5c5,01a07757-0638-79e1-a089-baceb9440dfe,batch-depth-9,,2026-09-06 15:29:48.067789+00
01a07757-0a30-7141-a2a2-327676f6ade9,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-17,,2026-09-06 15:29:48.082634+00
01a07757-0a34-7af0-b0c5-6607a8c3c6dd,01a07757-0638-79e1-a089-baceb9440dfe,batch-depth-10,,2026-09-06 15:29:48.087136+00
01a07757-0a4a-7272-8823-7b1ff2039f67,01a07757-0638-79e1-a089-baceb9440dfe,batch-depth-11,,2026-09-06 15:29:48.110285+00
01a07757-0a61-70b1-b689-3451291c016d,01a07757-0638-79e1-a089-baceb9440dfe,batch-depth-12,,2026-09-06 15:29:48.137297+00
01a07757-0a64-7251-9f83-71b4f34bf741,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-18,,2026-09-06 15:29:48.135218+00
01a07757-0a74-7a83-b612-f65b9fa8e2c9,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-19,,2026-09-06 15:29:48.150229+00
01a07757-0a7b-7e61-9a85-0cdb4aac70df,01a07757-0638-79e1-a089-baceb9440dfe,batch-depth-13,,2026-09-06 15:29:48.157159+00
01a07757-0a85-7e11-96b5-7afdbca5c1e8,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-20,,2026-09-06 15:29:48.166952+00
01a07757-0a90-7b33-a21c-605ea5030cf2,01a07757-0638-79e1-a089-baceb9440dfe,batch-depth-14,,2026-09-06 15:29:48.177051+00
01a07757-0a9a-72d1-80fa-876e39514654,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-21,,2026-09-06 15:29:48.187149+00
01a07757-0aa6-7401-8632-ac194c4fc52f,01a07757-0638-79e1-a089-baceb9440dfe,batch-depth-15,,2026-09-06 15:29:48.201605+00
01a07757-0aaa-79b2-b6f5-ca4ef736b3af,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-22,,2026-09-06 15:29:48.211427+00
01a07757-0abd-7840-8a95-fc5a7c2bfe48,01a07757-0638-79e1-a089-baceb9440dfe,batch-depth-16,,2026-09-06 15:29:48.224842+00
01a07757-0ac9-7fa0-a4e1-e032bdf3f647,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-23,,2026-09-06 15:29:48.235084+00
01a07757-0ace-7c71-8336-6bbcd45ca696,01a07757-0638-79e1-a089-baceb9440dfe,batch-depth-17,,2026-09-06 15:29:48.240684+00
01a07757-0ae3-7623-842f-2a36caaf1cce,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-24,,2026-09-06 15:29:48.260658+00
01a07757-0af9-7181-bb99-1da0b259d1af,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-25,,2026-09-06 15:29:48.284272+00
01a07757-0b0c-71a3-87fc-3fd852fffaf7,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-26,,2026-09-06 15:29:48.30228+00
01a07757-0b28-7eb3-891b-3f6d33df132f,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-27,,2026-09-06 15:29:48.329601+00
01a07757-0b3c-7062-8c76-9cb7a15d494d,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-28,,2026-09-06 15:29:48.349172+00
01a07757-0b49-7962-b4cf-7ad12e0cd27a,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-29,,2026-09-06 15:29:48.362941+00
01a07757-0b58-70d1-a9f4-458f17194daa,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-30,,2026-09-06 15:29:48.377549+00
01a07757-0b72-73f1-a57d-cec2025564b3,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-31,,2026-09-06 15:29:48.405448+00
01a07757-0b89-7150-9016-e95a8d47abd8,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-32,,2026-09-06 15:29:48.428288+00
01a07757-0b91-7820-b8a8-0a7b5ad923dd,01a07757-09ef-7c23-96ec-b5ba0ca88215,Recipient Set,,2026-09-06 15:29:48.438353+00
01a07757-0b99-7a50-8d04-a8a203d4aecb,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-33,,2026-09-06 15:29:48.442364+00
01a07757-0ba8-7a80-a813-f1e02f17eddc,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-34,,2026-09-06 15:29:48.45694+00
01a07757-0bac-70d2-9e52-1dde504f7047,01a07757-074f-7882-bc35-1710e26d5cc9,Parent,,2026-09-06 15:29:48.46428+00
01a07757-0bc8-7cf0-a73e-29b0a6179a96,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-35,,2026-09-06 15:29:48.490049+00
01a07757-0bd0-79b3-bc98-a10863de3e68,01a07757-09ef-7c23-96ec-b5ba0ca88215,Sender Set,,2026-09-06 15:29:48.49905+00
01a07757-0be3-7811-8863-821c4d64bdbc,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-36,,2026-09-06 15:29:48.517459+00
01a07757-0bf3-7412-a6af-d65973360b43,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-37,,2026-09-06 15:29:48.534474+00
01a07757-0c02-7482-84e3-1cb8e58d32c8,01a07757-09ef-7c23-96ec-b5ba0ca88215,Parent,,2026-09-06 15:29:48.54956+00
01a07757-0c05-7c61-a5fb-89c8ae51741d,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-38,,2026-09-06 15:29:48.549928+00
01a07757-0c1a-7e22-9195-35e6317892d1,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-39,,2026-09-06 15:29:48.575235+00
01a07757-0c2c-7521-b8d4-eca659b6c3a3,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-40,,2026-09-06 15:29:48.591669+00
01a07757-0c3c-7382-9445-beadd50e1acb,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-41,,2026-09-06 15:29:48.605708+00
01a07757-0c4e-7d50-856d-0590172da0bc,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-42,,2026-09-06 15:29:48.625551+00
01a07757-0c60-7692-beae-62aa0b7c7b02,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-43,,2026-09-06 15:29:48.649464+00
01a07757-0c7b-77d1-a52d-620a3d0822b3,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-44,,2026-09-06 15:29:48.67542+00
01a07757-0c99-7a31-a5c2-bc0297fe1add,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-45,,2026-09-06 15:29:48.704769+00
01a07757-0cb2-7f21-97ea-08ca8aea5f12,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-46,,2026-09-06 15:29:48.724239+00
01a07757-0cbe-7901-a1f2-4b43f6a7bd4e,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-47,,2026-09-06 15:29:48.73828+00
01a07757-0cc6-76f2-ae9d-db9db916b1ce,01a07757-0a09-79f2-9f43-57f9f2a2b525,batch-history-parent,,2026-09-06 15:29:48.758278+00
01a07757-0ce5-7b80-8fbd-704d52a646f9,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-48,,2026-09-06 15:29:48.778647+00
01a07757-0cfc-7901-baba-e09a9f9a38df,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-49,,2026-09-06 15:29:48.803273+00
01a07757-0d14-7f50-8f45-d08d8a5438d8,01a07757-0a09-79f2-9f43-57f9f2a2b525,batch-history-valid,,2026-09-06 15:29:48.82528+00
01a07757-0d19-73d1-9125-7cd24207131e,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-50,,2026-09-06 15:29:48.827521+00
01a07757-0d2c-7cc1-9fc5-e828f8cb4338,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-51,,2026-09-06 15:29:48.845636+00
01a07757-0d40-76f1-8a1f-182a0296bf88,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-52,,2026-09-06 15:29:48.868793+00
01a07757-0d40-76f1-8a1f-183e337e4ef9,01a07757-0a09-79f2-9f43-57f9f2a2b525,batch-history-invalid,,2026-09-06 15:29:48.871144+00
01a07757-0d54-78d3-9abd-402f0915a7ed,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-53,,2026-09-06 15:29:48.892281+00
01a07757-0d79-7331-ac7f-d57133397443,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-54,,2026-09-06 15:29:48.93207+00
01a07757-0daa-7133-b716-e6910545f794,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-55,,2026-09-06 15:29:48.97408+00
01a07757-0dc1-7922-a6e2-2f2fa56bc6df,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-56,,2026-09-06 15:29:48.994215+00
01a07757-0dd2-7791-b327-c69bdad09c17,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-57,,2026-09-06 15:29:49.015284+00
01a07757-0df1-7051-abb7-65599832e92d,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-58,,2026-09-06 15:29:49.053287+00
01a07757-0e0c-7e21-a11f-2b9ab8d8a07b,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-59,,2026-09-06 15:29:49.072097+00
01a07757-0e23-7172-9772-b6a2fe098205,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-60,,2026-09-06 15:29:49.093034+00
01a07757-0e3e-7400-b05c-16b8a92de5f7,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-61,,2026-09-06 15:29:49.12305+00
01a07757-0e51-78f1-9d57-53767e662fd4,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-62,,2026-09-06 15:29:49.139375+00
01a07757-0e5f-7a70-a57d-9e258e7d4ca9,01a07757-079f-7931-b396-6f33eb02fcb1,batch-dense-63,,2026-09-06 15:29:49.154289+00
01a07757-0fb7-7462-b19f-0a85d24a56fc,01a07757-0fa1-74f3-a713-aa7f486ad2f3,DOUBLE GP,,2026-09-06 15:29:49.499118+00
01a07757-0fe0-7571-8c00-ca2db2fb4028,01a07757-0ec6-7a70-bd40-b95b15f4f055,SAMEOP GP,,2026-09-06 15:29:49.540888+00
01a07757-0ff3-7c42-a7bb-2616f24b499b,01a07757-0fa1-74f3-a713-aa7f486ad2f3,DOUBLE BRANCH A,,2026-09-06 15:29:49.55664+00
01a07757-1026-7c93-bd05-25a57710590a,01a07757-0ec6-7a70-bd40-b95b15f4f055,SAMEOP LEFT,,2026-09-06 15:29:49.607227+00
01a07757-1064-7f72-9b66-ce2a15971ea3,01a07757-0ec6-7a70-bd40-b95b15f4f055,SAMEOP RIGHT,,2026-09-06 15:29:49.674751+00
01a07757-10f6-7402-85f8-3d964d4ba060,01a07757-0fa1-74f3-a713-aa7f486ad2f3,DOUBLE BRANCH B,,2026-09-06 15:29:49.819733+00
01a07757-11a5-73a2-a7f0-65d9121af084,01a07757-118a-7102-af85-e89fd7570a38,SET ONE,,2026-09-06 15:29:49.990809+00
01a07757-11d0-7360-8605-7ebbb91070ec,01a07757-118a-7102-af85-e89fd7570a38,SET TWO,,2026-09-06 15:29:50.034279+00
01a07757-11f0-76b2-9f30-15b7e891e361,01a07757-0fdf-7120-acc3-46896495a63b,MEM GP,,2026-09-06 15:29:50.287152+00
01a07757-11f6-7ab3-937c-b7e1a5cee91f,01a07757-118a-7102-af85-e89fd7570a38,parent,,2026-09-06 15:29:50.071715+00
01a07757-1309-79e1-918d-d8b1c08e935b,01a07757-0fdf-7120-acc3-46896495a63b,MEM BRANCH A,,2026-09-06 15:29:50.347031+00
01a07757-1321-79d3-a0ef-1facebe3bfc2,01a07757-0fa1-74f3-a713-aa7f486ad2f3,DOUBLE NESTED,,2026-09-06 15:29:50.371286+00
01a07757-1329-7270-80bd-730e11aaff05,01a07757-0fdf-7120-acc3-46896495a63b,MEM BRANCH B,,2026-09-06 15:29:50.379229+00
01a07757-1361-7c41-9478-8112ee8bbe4a,01a07757-0fa1-74f3-a713-aa7f486ad2f3,DOUBLE DESC A,,2026-09-06 15:29:50.442306+00
01a07757-1397-7291-a0d2-cbf7d1fc3bb7,01a07757-0fa1-74f3-a713-aa7f486ad2f3,DOUBLE DESC B,,2026-09-06 15:29:50.489159+00
01a07757-13ab-77f2-a04f-c08fb8231aa2,01a07757-0fa1-74f3-a713-aa7f486ad2f3,DOUBLE DESC D,,2026-09-06 15:29:50.50851+00
01a07757-13c7-7052-b7ee-bb3f9ea13133,01a07757-0fa1-74f3-a713-aa7f486ad2f3,DOUBLE DESC X,,2026-09-06 15:29:50.539309+00
01a07757-14ae-7a12-a427-9e1d105d391e,01a07757-0fa1-74f3-a713-aa7f486ad2f3,DOUBLE OUTSIDE,,2026-09-06 15:29:50.770172+00
01a07757-14b8-7ce0-abb3-b1d7ee1d9018,01a07757-1378-7010-bc81-c5e2a1348b88,Parent Set,,2026-09-06 15:29:50.779132+00
01a07757-14de-7083-b87f-df1420ddb03d,01a07757-13e2-7f22-89aa-e9d6f612c09d,depth-set-0,,2026-09-06 15:29:50.815269+00
01a07757-151c-7db2-ab63-13145f55ee8f,01a07757-13e2-7f22-89aa-e9d6f612c09d,depth-set-1,,2026-09-06 15:29:50.882293+00
01a07757-1526-7251-97f4-4252323cf9c7,01a07757-1506-7320-b721-8aaf961a72a4,SET A,,2026-09-06 15:29:50.888285+00
01a07757-1543-73e3-8c68-62b9acbffa5d,01a07757-13e2-7f22-89aa-e9d6f612c09d,depth-set-2,,2026-09-06 15:29:50.916289+00
01a07757-1544-7121-8d67-006d226f0453,01a07757-1506-7320-b721-8aaf961a72a4,SET B,,2026-09-06 15:29:50.918224+00
01a07757-1559-7731-99d6-9a8cb94f5f01,01a07757-0ec6-7a70-bd40-b95b15f4f055,SAMEOP FRESH,,2026-09-06 15:29:50.937938+00
01a07757-1563-7c13-bfb6-8f5aa4bcd9b3,01a07757-13e2-7f22-89aa-e9d6f612c09d,depth-set-3,,2026-09-06 15:29:50.950281+00
01a07757-1573-7841-9483-94a16ab47d20,01a07757-1506-7320-b721-8aaf961a72a4,SET C,,2026-09-06 15:29:50.966361+00
01a07757-157e-7c10-9d8f-5fe337a998d3,01a07757-13e2-7f22-89aa-e9d6f612c09d,depth-set-4,,2026-09-06 15:29:50.977618+00
01a07757-1591-7dc3-94e8-1cb831a0f5df,01a07757-13e2-7f22-89aa-e9d6f612c09d,depth-set-5,,2026-09-06 15:29:50.99935+00
01a07757-15b6-7ae2-bb0a-4835bea4a861,01a07757-0ec6-7a70-bd40-b95b15f4f055,SAMEOP SUB,,2026-09-06 15:29:51.032823+00
01a07757-15ba-7033-9652-5b33a17e4d9d,01a07757-13e2-7f22-89aa-e9d6f612c09d,depth-set-6,,2026-09-06 15:29:51.035812+00
01a07757-15d0-7ca1-a6ac-9dfcf40c1039,01a07757-13e2-7f22-89aa-e9d6f612c09d,depth-set-7,,2026-09-06 15:29:51.057085+00
01a07757-15fc-7bd0-97f3-4cac5a0452d8,01a07757-13e2-7f22-89aa-e9d6f612c09d,depth-set-8,,2026-09-06 15:29:51.101625+00
01a07757-1609-7203-884c-3e558dc55ee3,01a07757-13e2-7f22-89aa-e9d6f612c09d,depth-set-9,,2026-09-06 15:29:51.114064+00
01a07757-1619-7043-ab6e-a1e3a608f381,01a07757-13e2-7f22-89aa-e9d6f612c09d,depth-set-10,,2026-09-06 15:29:51.132283+00
01a07757-1629-7613-b694-c12187687723,01a07757-13e2-7f22-89aa-e9d6f612c09d,depth-set-11,,2026-09-06 15:29:51.146747+00
01a07757-1633-7981-97b7-499c2be2761e,01a07757-13e2-7f22-89aa-e9d6f612c09d,depth-set-12,,2026-09-06 15:29:51.156004+00
01a07757-163e-7011-9c21-2c436c90ec86,01a07757-13e2-7f22-89aa-e9d6f612c09d,depth-set-13,,2026-09-06 15:29:51.167011+00
01a07757-1649-7201-91f7-05a475500d83,01a07757-13e2-7f22-89aa-e9d6f612c09d,depth-set-14,,2026-09-06 15:29:51.178546+00
