id,journal_id,tx_template_id,external_id,correlation_id,effective,created_at
01a07757-6e54-7c00-ba8e-6bc784c64bea,01a07757-6b0e-73b3-8af0-a4bbdc35ed0e,01a07757-6e37-7262-8ea1-a84a0ec1653b,,01a07757-6e54-7c00-ba8e-6bc784c64bea,2025-08-01,2026-09-06 15:30:13.719185+00
01a07757-6e7e-7430-90e0-e6bb70a4db99,01a07757-6c0e-7733-b6e0-6d081b11755d,01a07757-6e6d-7a22-8e8a-ea678932ef0d,,01a07757-6e7e-7430-90e0-e6bb70a4db99,2025-07-01,2026-09-06 15:30:13.758673+00
01a07757-6ea1-7162-8ec4-4b38925419cd,01a07757-6cec-7a72-8dff-cbf874ec6d80,01a07757-6e1f-7a71-9a9b-3f57f656abd3,,01a07757-6ea1-7162-8ec4-4b38925419cd,2025-09-01,2026-09-06 15:30:13.795713+00
01a07757-6ee1-7810-a605-a418136eedcc,01a07757-6b08-7150-a534-2b0b7828eef8,01a07757-6e13-78c2-b652-9e9a688195ae,,01a07757-6ee1-7810-a605-a418136eedcc,2025-11-01,2026-09-06 15:30:13.858764+00
01a07757-6ee5-79d0-b63d-c6231d166210,01a07757-6cec-7a72-8dff-cbf874ec6d80,01a07757-6e1f-7a71-9a9b-3f57f656abd3,,01a07757-6ee5-79d0-b63d-c6231d166210,2025-09-01,2026-09-06 15:30:13.8633+00
01a07757-6f36-76c1-93eb-161c4905bddd,01a07757-6c0e-7733-b6e0-6d081b11755d,01a07757-6e6d-7a22-8e8a-ea678932ef0d,,01a07757-6f36-76c1-93eb-161c4905bddd,2025-07-02,2026-09-06 15:30:13.949365+00
01a07757-6f52-78b3-bc4f-e27fa5a79ee8,01a07757-6cec-7a72-8dff-cbf874ec6d80,01a07757-6e1f-7a71-9a9b-3f57f656abd3,,01a07757-6f52-78b3-bc4f-e27fa5a79ee8,2025-09-01,2026-09-06 15:30:13.972785+00
01a07757-7065-7af3-8541-8c4f0974e266,01a07757-6b0e-73b3-8af0-a4bbdc35ed0e,01a07757-6e37-7262-8ea1-a84a0ec1653b,,01a07757-7065-7af3-8541-8c4f0974e266,2025-08-02,2026-09-06 15:30:14.252094+00
01a07757-70c7-7081-ba15-49490f97e5dd,01a07757-6b0e-73b3-8af0-a4bbdc35ed0e,01a07757-6e37-7262-8ea1-a84a0ec1653b,,01a07757-70c7-7081-ba15-49490f97e5dd,2025-08-03,2026-09-06 15:30:14.347284+00
01a07757-7135-7402-9ff6-f045e3dc10cf,01a07757-6b0e-73b3-8af0-a4bbdc35ed0e,01a07757-6e37-7262-8ea1-a84a0ec1653b,,01a07757-7135-7402-9ff6-f045e3dc10cf,2025-08-04,2026-09-06 15:30:14.45518+00
01a07757-7204-7970-87f3-7d0fe0b15092,01a07757-6b0e-73b3-8af0-a4bbdc35ed0e,01a07757-6e37-7262-8ea1-a84a0ec1653b,,01a07757-7204-7970-87f3-7d0fe0b15092,2025-08-01,2026-09-06 15:30:14.661472+00
01a07757-73f5-7162-810b-04c169cb26be,01a07757-72ec-71e0-bd1e-7d939dab7faa,01a07757-73ea-7450-8bb7-efded342a6bf,,01a07757-73f5-7162-810b-04c169cb26be,2025-06-19,2026-09-06 15:30:15.158466+00
01a07757-743a-7d72-827c-59c5d3a3bdf1,01a07757-72ec-71e0-bd1e-7d939dab7faa,01a07757-73ea-7450-8bb7-efded342a6bf,,01a07757-743a-7d72-827c-59c5d3a3bdf1,2025-06-20,2026-09-06 15:30:15.228143+00
01a07757-743d-75f0-8732-1dd72e0e1cf9,01a07757-72a0-7a51-8e2f-c392653aa1c6,01a07757-73be-7fa0-a966-a476776a37da,,01a07757-743d-75f0-8732-1dd72e0e1cf9,2025-10-01,2026-09-06 15:30:15.230388+00
01a07757-74b6-7920-889f-5f160df73a18,01a07757-72a0-7a51-8e2f-c392653aa1c6,01a07757-73be-7fa0-a966-a476776a37da,,01a07757-74b6-7920-889f-5f160df73a18,2025-10-01,2026-09-06 15:30:15.352948+00
01a07757-74ea-7ce3-babe-7188508e89f0,01a07757-72a0-7a51-8e2f-c392653aa1c6,01a07757-73be-7fa0-a966-a476776a37da,,01a07757-74ea-7ce3-babe-7188508e89f0,2025-10-01,2026-09-06 15:30:15.404301+00
01a07757-7531-7873-a4df-6877cf9244d2,01a07757-72a0-7a51-8e2f-c392653aa1c6,01a07757-73be-7fa0-a966-a476776a37da,,01a07757-7531-7873-a4df-6877cf9244d2,2025-10-01,2026-09-06 15:30:15.474412+00
01a07757-7566-79a0-a120-f6622ea2b703,01a07757-72a0-7a51-8e2f-c392653aa1c6,01a07757-73be-7fa0-a966-a476776a37da,,01a07757-7566-79a0-a120-f6622ea2b703,2025-10-01,2026-09-06 15:30:15.527016+00
01a07757-75da-7ee3-9504-24bbbeb5158f,01a07757-759c-79b2-9f0a-1354e366fb56,01a07757-75ce-7971-831b-1809f9870191,,01a07757-75da-7ee3-9504-24bbbeb5158f,2025-06-20,2026-09-06 15:30:15.642911+00
01a07757-7608-7bb2-90ef-89c9a97b7279,01a07757-759c-79b2-9f0a-1354e366fb56,01a07757-75ce-7971-831b-1809f9870191,,01a07757-7608-7bb2-90ef-89c9a97b7279,2025-06-21,2026-09-06 15:30:15.689468+00
01a07757-7680-7eb3-9fb2-7155731961e9,01a07757-746c-7be0-b86d-fc88561cb42c,01a07757-7678-7821-960e-97ad49bc721c,,01a07757-7680-7eb3-9fb2-7155731961e9,2025-05-05,2026-09-06 15:30:15.809455+00
01a07757-76b3-7120-a245-ffb54a76b93f,01a07757-746c-7be0-b86d-fc88561cb42c,01a07757-7678-7821-960e-97ad49bc721c,,01a07757-76b3-7120-a245-ffb54a76b93f,2025-05-04,2026-09-06 15:30:15.859744+00
01a07757-7a3f-77f0-bb7b-c480a1a9bb50,01a07757-79b1-7fa1-a073-017d68bb6824,01a07757-79e7-7e52-bb04-d3e7056b9157,,01a07757-7a3f-77f0-bb7b-c480a1a9bb50,2020-01-15,2026-09-06 15:30:16.768087+00
01a07757-7a53-7680-b9f0-e1636db00d54,01a07757-79b1-7fa1-a073-017d68bb6824,01a07757-79e7-7e52-bb04-d3e7056b9157,,01a07757-7a53-7680-b9f0-e1636db00d54,2020-06-20,2026-09-06 15:30:16.788244+00
01a07757-9382-7691-9dee-a560cbba6059,01a07757-90ea-7170-97d6-dd28ca359de0,01a07757-9360-7221-8c6b-f940f2a4be8d,,01a07757-9382-7691-9dee-a560cbba6059,2026-09-06,2026-09-06 15:30:23.237357+00
01a07757-9422-7691-9b83-3ac4b9fafaa1,01a07757-90ea-7170-97d6-dd28ca359de0,01a07757-9360-7221-8c6b-f940f2a4be8d,,01a07757-9422-7691-9b83-3ac4b9fafaa1,2026-09-06,2026-09-06 15:30:23.396121+00
01a07757-9538-7530-a770-041931ac383b,01a07757-94a6-7810-ab43-bb6bfd1baf20,01a07757-9518-7c42-8e5b-15d1b5187ce9,,01a07757-9538-7530-a770-041931ac383b,2026-09-06,2026-09-06 15:30:23.675704+00
01a07757-9538-7530-a770-042f209cdc4d,01a07757-94a6-7810-ab43-bb6bfd1baf20,01a07757-9518-7c42-8e5b-15d1b5187ce9,,01a07757-9538-7530-a770-042f209cdc4d,2026-09-06,2026-09-06 15:30:23.675704+00
01a07757-9538-7530-a770-04386d2e78a5,01a07757-94a6-7810-ab43-bb6bfd1baf20,01a07757-9518-7c42-8e5b-15d1b5187ce9,,01a07757-9538-7530-a770-04386d2e78a5,2026-09-06,2026-09-06 15:30:23.675704+00
01a07757-9538-7530-a770-0440c5e8737c,01a07757-94a6-7810-ab43-bb6bfd1baf20,01a07757-9518-7c42-8e5b-15d1b5187ce9,,01a07757-9538-7530-a770-0440c5e8737c,2026-09-06,2026-09-06 15:30:23.675704+00
01a07757-9538-7530-a770-045e375f1cbd,01a07757-94a6-7810-ab43-bb6bfd1baf20,01a07757-9518-7c42-8e5b-15d1b5187ce9,,01a07757-9538-7530-a770-045e375f1cbd,2026-09-06,2026-09-06 15:30:23.675704+00
01a07757-994b-7191-b9e9-103fc3b56f5c,01a07757-9102-7c80-b07f-9cfe7b06dc0a,01a07757-92fa-7b51-a30b-b40834914ea9,,01a07757-994b-7191-b9e9-103fc3b56f5c,2026-09-06,2026-09-06 15:30:24.719276+00
01a07757-994c-7b23-b4fb-e2785ac033e0,01a07757-92e2-72f2-93f2-9c1020301029,01a07757-92fa-7b51-a30b-b40834914ea9,,01a07757-994c-7b23-b4fb-e2785ac033e0,2026-09-06,2026-09-06 15:30:24.719276+00
01a07757-9a5b-7253-a167-e1534d06b3ae,01a07757-984c-75b0-ae88-ac75c0c27c9f,01a07757-99b3-7472-b093-361ae1267c05,,01a07757-9a5b-7253-a167-e1534d06b3ae,2026-09-06,2026-09-06 15:30:24.992634+00
01a07757-9a5b-7253-a167-e166a13c1108,01a07757-998c-76c2-a8a9-4397148323cd,01a07757-99c9-73e2-aa69-04cb1d61b260,,01a07757-9a5b-7253-a167-e166a13c1108,2026-09-06,2026-09-06 15:30:24.992634+00
01a07757-9a5b-7253-a167-e175316088c7,01a07757-984c-75b0-ae88-ac75c0c27c9f,01a07757-99b3-7472-b093-361ae1267c05,,01a07757-9a5b-7253-a167-e175316088c7,2026-09-06,2026-09-06 15:30:24.992634+00
01a07757-9b3a-7760-8acc-4c7bc0299f04,01a07757-9506-7103-9ec6-09cbefd8da74,01a07757-951d-71c1-a636-b59d75ef6ae5,,01a07757-9b3a-7760-8acc-4c7bc0299f04,2026-09-06,2026-09-06 15:30:25.215767+00
01a07757-9b3a-7760-8acc-4c89cf03172f,01a07757-9506-7103-9ec6-09cbefd8da74,01a07757-951d-71c1-a636-b59d75ef6ae5,,01a07757-9b3a-7760-8acc-4c89cf03172f,2026-09-06,2026-09-06 15:30:25.215767+00
01a07757-9b3a-7760-8acc-4c93419a81b7,01a07757-9506-7103-9ec6-09cbefd8da74,01a07757-951d-71c1-a636-b59d75ef6ae5,,01a07757-9b3a-7760-8acc-4c93419a81b7,2026-09-06,2026-09-06 15:30:25.215767+00
01a07757-9b3a-7760-8acc-4ca602e329f2,01a07757-9506-7103-9ec6-09cbefd8da74,01a07757-951d-71c1-a636-b59d75ef6ae5,,01a07757-9b3a-7760-8acc-4ca602e329f2,2026-09-06,2026-09-06 15:30:25.215767+00
01a07757-9bc1-71d3-83df-7e2b4fb75ce6,01a07757-9506-7103-9ec6-09cbefd8da74,01a07757-951d-71c1-a636-b59d75ef6ae5,,01a07757-9bc1-71d3-83df-7e2b4fb75ce6,2026-09-06,2026-09-06 15:30:25.349284+00
01a07757-9c16-7053-ac2a-14ebeaef77dc,01a07757-9506-7103-9ec6-09cbefd8da74,01a07757-951d-71c1-a636-b59d75ef6ae5,,01a07757-9c16-7053-ac2a-14ebeaef77dc,2026-09-06,2026-09-06 15:30:25.43329+00
01a07757-9c84-76f2-ade1-272512a46d92,01a07757-9506-7103-9ec6-09cbefd8da74,01a07757-951d-71c1-a636-b59d75ef6ae5,,01a07757-9c84-76f2-ade1-272512a46d92,2026-09-06,2026-09-06 15:30:25.542209+00
01a07757-9cbd-71d2-a95b-014bc87da0b1,01a07757-9506-7103-9ec6-09cbefd8da74,01a07757-951d-71c1-a636-b59d75ef6ae5,,01a07757-9cbd-71d2-a95b-014bc87da0b1,2026-09-06,2026-09-06 15:30:25.602606+00
01a07757-9e01-79d3-8314-b24a14b1b281,01a07757-99b6-7ff0-bf13-83dd6ad07a1e,01a07757-99f3-7412-bb47-27981c4a4c0c,,01a07757-9e01-79d3-8314-b24a14b1b281,2026-09-06,2026-09-06 15:30:25.935057+00
01a07757-9e01-79d3-8314-b25043a461fe,01a07757-99b6-7ff0-bf13-83dd6ad07a1e,01a07757-99f3-7412-bb47-27981c4a4c0c,,01a07757-9e01-79d3-8314-b25043a461fe,2026-09-06,2026-09-06 15:30:25.935057+00
01a07757-9e01-79d3-8314-b264d842c3ac,01a07757-99b6-7ff0-bf13-83dd6ad07a1e,01a07757-99f3-7412-bb47-27981c4a4c0c,,01a07757-9e01-79d3-8314-b264d842c3ac,2026-09-06,2026-09-06 15:30:25.935057+00
01a07757-9e02-7ee2-bfb8-d780e0b88589,01a07757-99b6-7ff0-bf13-83dd6ad07a1e,01a07757-99f3-7412-bb47-27981c4a4c0c,,01a07757-9e02-7ee2-bfb8-d780e0b88589,2026-09-06,2026-09-06 15:30:25.930416+00
01a07757-9e02-7ee2-bfb8-d79205a7ed01,01a07757-99b6-7ff0-bf13-83dd6ad07a1e,01a07757-99f3-7412-bb47-27981c4a4c0c,,01a07757-9e02-7ee2-bfb8-d79205a7ed01,2026-09-06,2026-09-06 15:30:25.930416+00
01a07757-9e02-7ee2-bfb8-d7af306aa513,01a07757-99b6-7ff0-bf13-83dd6ad07a1e,01a07757-99f3-7412-bb47-27981c4a4c0c,,01a07757-9e02-7ee2-bfb8-d7af306aa513,2026-09-06,2026-09-06 15:30:25.930416+00
01a07757-9e02-7ee2-bfb8-d7c4e8b7ba7b,01a07757-99b6-7ff0-bf13-83dd6ad07a1e,01a07757-99f3-7412-bb47-27981c4a4c0c,,01a07757-9e02-7ee2-bfb8-d7c4e8b7ba7b,2026-09-06,2026-09-06 15:30:25.930137+00
01a07757-9e02-7ee2-bfb8-d7db0e3ebb43,01a07757-99b6-7ff0-bf13-83dd6ad07a1e,01a07757-99f3-7412-bb47-27981c4a4c0c,,01a07757-9e02-7ee2-bfb8-d7db0e3ebb43,2026-09-06,2026-09-06 15:30:25.930137+00
01a07757-9e02-7ee2-bfb8-d7e7240712da,01a07757-99b6-7ff0-bf13-83dd6ad07a1e,01a07757-99f3-7412-bb47-27981c4a4c0c,,01a07757-9e02-7ee2-bfb8-d7e7240712da,2026-09-06,2026-09-06 15:30:25.930137+00
01a07757-9e02-7ee2-bfb8-d7fce9fb5c3f,01a07757-99b6-7ff0-bf13-83dd6ad07a1e,01a07757-99f3-7412-bb47-27981c4a4c0c,,01a07757-9e02-7ee2-bfb8-d7fce9fb5c3f,2026-09-06,2026-09-06 15:30:25.924398+00
01a07757-9e02-7ee2-bfb8-d8095f168ea0,01a07757-99b6-7ff0-bf13-83dd6ad07a1e,01a07757-99f3-7412-bb47-27981c4a4c0c,,01a07757-9e02-7ee2-bfb8-d8095f168ea0,2026-09-06,2026-09-06 15:30:25.924398+00
01a07757-9e02-7ee2-bfb8-d81cb55c1f59,01a07757-99b6-7ff0-bf13-83dd6ad07a1e,01a07757-99f3-7412-bb47-27981c4a4c0c,,01a07757-9e02-7ee2-bfb8-d81cb55c1f59,2026-09-06,2026-09-06 15:30:25.924398+00
01a07757-9e06-7360-a17f-8e6978012c7b,01a07757-99b6-7ff0-bf13-83dd6ad07a1e,01a07757-99f3-7412-bb47-27981c4a4c0c,,01a07757-9e06-7360-a17f-8e6978012c7b,2026-09-06,2026-09-06 15:30:25.931777+00
01a07757-9e06-7360-a17f-8e72ea2d7fcf,01a07757-99b6-7ff0-bf13-83dd6ad07a1e,01a07757-99f3-7412-bb47-27981c4a4c0c,,01a07757-9e06-7360-a17f-8e72ea2d7fcf,2026-09-06,2026-09-06 15:30:25.931777+00
01a07757-9e06-7360-a17f-8e8a0e91d8c2,01a07757-99b6-7ff0-bf13-83dd6ad07a1e,01a07757-99f3-7412-bb47-27981c4a4c0c,,01a07757-9e06-7360-a17f-8e8a0e91d8c2,2026-09-06,2026-09-06 15:30:25.931777+00
01a07757-9e08-7133-b79a-9f0cc28af8f8,01a07757-99b6-7ff0-bf13-83dd6ad07a1e,01a07757-99f3-7412-bb47-27981c4a4c0c,,01a07757-9e08-7133-b79a-9f0cc28af8f8,2026-09-06,2026-09-06 15:30:25.933682+00
01a07757-9e08-7133-b79a-9f135b83089f,01a07757-99b6-7ff0-bf13-83dd6ad07a1e,01a07757-99f3-7412-bb47-27981c4a4c0c,,01a07757-9e08-7133-b79a-9f135b83089f,2026-09-06,2026-09-06 15:30:25.933682+00
01a07757-9e08-7133-b79a-9f236fc50b98,01a07757-99b6-7ff0-bf13-83dd6ad07a1e,01a07757-99f3-7412-bb47-27981c4a4c0c,,01a07757-9e08-7133-b79a-9f236fc50b98,2026-09-06,2026-09-06 15:30:25.933682+00
01a07757-9e1a-7242-a0e7-6412dae4d0ca,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-6412dae4d0ca,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-642373a97570,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-642373a97570,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-643425e987ce,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-643425e987ce,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-644f6d996f09,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-644f6d996f09,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-645a32f79858,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-645a32f79858,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-646aa48348bb,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-646aa48348bb,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-647a4adb2905,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-647a4adb2905,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-648195855c10,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-648195855c10,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-6495e8110c1c,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-6495e8110c1c,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-64ab86096c3d,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-64ab86096c3d,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-64b0c5f9920c,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-64b0c5f9920c,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-64cc5644894a,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-64cc5644894a,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-64d9a08ee26c,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-64d9a08ee26c,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-64e8f3a8f043,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-64e8f3a8f043,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-64f3738334a2,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-64f3738334a2,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-6504efbc849f,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-6504efbc849f,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-65128cb5872d,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-65128cb5872d,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-652ea652ee7f,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-652ea652ee7f,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-653c204244e6,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-653c204244e6,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-654a53b6385a,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-654a53b6385a,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-655763d2586d,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-655763d2586d,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-656ba6238ac2,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-656ba6238ac2,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-6578b9dd7131,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-6578b9dd7131,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-658547cc32f6,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-658547cc32f6,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-6599babcaaa7,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-6599babcaaa7,2026-09-06,2026-09-06 15:30:25.94797+00
01a07757-9e1a-7242-a0e7-65aaca1ae6f5,01a07757-90f6-7ca2-9931-c03ede6acaf9,01a07757-920b-70c0-aaa2-cdc1b16ae111,,01a07757-9e1a-7242-a0e7-65aaca1ae6f5,2026-09-06,2026-09-06 15:30:25.94797+00
