id,journal_id,account_id,transaction_id,account_is_account_set,created_at
01a07757-3516-7c01-a862-b5a37d719cc7,01a07757-3415-71b1-8a31-162540732dc7,01a07757-341e-7642-baf5-e569d73c438d,01a07757-350d-7be1-8d29-a9ff64feea2a,f,2026-09-06 15:29:59.053967+00
01a07757-3517-7342-8e9e-c13ef40694fd,01a07757-3415-71b1-8a31-162540732dc7,01a07757-341e-7642-baf5-e55ce7ab13c8,01a07757-350d-7be1-8d29-a9ff64feea2a,f,2026-09-06 15:29:59.053967+00
01a07757-3517-7342-8e9e-c14705d14888,01a07757-3415-71b1-8a31-162540732dc7,01a07757-341e-7642-baf5-e569d73c438d,01a07757-350d-7be1-8d29-a9ff64feea2a,f,2026-09-06 15:29:59.053967+00
01a07757-35e5-7d93-bff6-c4ea8a84e274,01a07757-3417-7df3-8b4f-15889efd2142,01a07757-3420-7f12-b462-e74e7062df50,01a07757-35db-7f92-81aa-dfdf30585845,f,2026-09-06 15:29:59.260646+00
01a07757-35e5-7d93-bff6-c4f1cae181f1,01a07757-3417-7df3-8b4f-15889efd2142,01a07757-3420-7f12-b462-e751ac064206,01a07757-35db-7f92-81aa-dfdf30585845,f,2026-09-06 15:29:59.260646+00
01a07757-35e6-7600-9be9-51fe53cb0473,01a07757-3417-7df3-8b4f-15889efd2142,01a07757-3420-7f12-b462-e74e7062df50,01a07757-35db-7f92-81aa-dfdf30585845,f,2026-09-06 15:29:59.260646+00
01a07757-35e6-7600-9be9-520bc682d2b3,01a07757-3417-7df3-8b4f-15889efd2142,01a07757-3420-7f12-b462-e751ac064206,01a07757-35db-7f92-81aa-dfdf30585845,f,2026-09-06 15:29:59.260646+00
01a07757-35e6-7600-9be9-5219c8e4ece8,01a07757-3417-7df3-8b4f-15889efd2142,01a07757-3420-7f12-b462-e74e7062df50,01a07757-35db-7f92-81aa-dfdf30585845,f,2026-09-06 15:29:59.260646+00
01a07757-35e6-7600-9be9-52212f5e90e1,01a07757-3417-7df3-8b4f-15889efd2142,01a07757-3420-7f12-b462-e751ac064206,01a07757-35db-7f92-81aa-dfdf30585845,f,2026-09-06 15:29:59.260646+00
01a07757-376a-7ad2-ac31-658585399bad,01a07757-36d2-74a1-b38b-f19ee7674061,01a07757-36e1-7151-ad48-53b5a6bd1a32,01a07757-3763-77d0-b523-7ba87840a38f,f,2026-09-06 15:29:59.652113+00
01a07757-376a-7ad2-ac31-659a9ba5a191,01a07757-36d2-74a1-b38b-f19ee7674061,01a07757-36e1-7151-ad48-53cdddf6fa33,01a07757-3763-77d0-b523-7ba87840a38f,f,2026-09-06 15:29:59.652113+00
01a07757-376b-7c72-9006-5556c1e98791,01a07757-36d2-74a1-b38b-f19ee7674061,01a07757-36e1-7151-ad48-53b5a6bd1a32,01a07757-3763-77d0-b523-7ba87840a38f,f,2026-09-06 15:29:59.652113+00
01a07757-376b-7c72-9006-5564572055db,01a07757-36d2-74a1-b38b-f19ee7674061,01a07757-36e1-7151-ad48-53cdddf6fa33,01a07757-3763-77d0-b523-7ba87840a38f,f,2026-09-06 15:29:59.652113+00
01a07757-376b-7c72-9006-557b3d5a3949,01a07757-36d2-74a1-b38b-f19ee7674061,01a07757-36e1-7151-ad48-53b5a6bd1a32,01a07757-3763-77d0-b523-7ba87840a38f,f,2026-09-06 15:29:59.652113+00
01a07757-376b-7c72-9006-55864017d138,01a07757-36d2-74a1-b38b-f19ee7674061,01a07757-36e1-7151-ad48-53cdddf6fa33,01a07757-3763-77d0-b523-7ba87840a38f,f,2026-09-06 15:29:59.652113+00
01a07757-3791-7d20-b23d-43b89464ef58,01a07757-36d2-74a1-b38b-f19ee7674061,01a07757-36e1-7151-ad48-53b5a6bd1a32,01a07757-378f-7603-ad5b-3676bf947f44,f,2026-09-06 15:29:59.696662+00
01a07757-3791-7d20-b23d-43c5a5593689,01a07757-36d2-74a1-b38b-f19ee7674061,01a07757-3700-7172-8434-3dda4289d498,01a07757-378f-7603-ad5b-3676bf947f44,f,2026-09-06 15:29:59.696662+00
01a07757-3792-7ab2-8de8-ecd516e2e8f6,01a07757-36d2-74a1-b38b-f19ee7674061,01a07757-36e1-7151-ad48-53b5a6bd1a32,01a07757-378f-7603-ad5b-3676bf947f44,f,2026-09-06 15:29:59.696662+00
01a07757-3792-7ab2-8de8-ece378bb747c,01a07757-36d2-74a1-b38b-f19ee7674061,01a07757-3700-7172-8434-3dda4289d498,01a07757-378f-7603-ad5b-3676bf947f44,f,2026-09-06 15:29:59.696662+00
01a07757-3792-7ab2-8de8-ecf94e14869b,01a07757-36d2-74a1-b38b-f19ee7674061,01a07757-36e1-7151-ad48-53b5a6bd1a32,01a07757-378f-7603-ad5b-3676bf947f44,f,2026-09-06 15:29:59.696662+00
01a07757-3793-72f3-861b-bfaf6aa4947e,01a07757-36d2-74a1-b38b-f19ee7674061,01a07757-3700-7172-8434-3dda4289d498,01a07757-378f-7603-ad5b-3676bf947f44,f,2026-09-06 15:29:59.696662+00
01a07757-3b68-74f3-9130-dc4584d330dd,01a07757-3b27-7851-90f4-9925c833b007,01a07757-3b34-72f0-a3a4-f06eb1d2c8d4,01a07757-3b63-7972-a026-7760f96394d3,f,2025-06-15 10:30:00+00
01a07757-3b69-7e83-8ba5-699ab14acc0a,01a07757-3b27-7851-90f4-9925c833b007,01a07757-3b34-72f0-a3a4-f070f45db94f,01a07757-3b63-7972-a026-7760f96394d3,f,2025-06-15 10:30:00+00
01a07757-3c62-7dc0-8aa0-4912f8ef4ca4,01a07757-3ae8-7cb0-a046-09c1ef040890,01a07757-3af2-7b20-8df1-9c810032d5dd,01a07757-3c5d-7671-84dc-d4959a51338b,f,2025-09-21 08:15:00+00
01a07757-3c63-70c2-aa26-32e7d2233a19,01a07757-3ae8-7cb0-a046-09c1ef040890,01a07757-3af2-7b20-8df1-9c946e32d3ec,01a07757-3c5d-7671-84dc-d4959a51338b,f,2025-09-21 08:15:00+00
01a07757-3ca8-7152-82ad-744987ca0358,01a07757-3bb6-7260-8642-37791ed35604,01a07757-3c79-7a50-857c-3d5803f788a1,01a07757-3ca2-7811-81a6-d17b7b0f887d,f,2025-03-01 09:00:00+00
01a07757-3ca8-7152-82ad-745843f9d6f6,01a07757-3bb6-7260-8642-37791ed35604,01a07757-3c79-7a50-857c-3d653e1f2803,01a07757-3ca2-7811-81a6-d17b7b0f887d,f,2025-03-01 09:00:00+00
01a07757-3cbf-7711-94bc-0ab034047e7c,01a07757-3add-7432-9975-8ba6425c01b7,01a07757-3ae7-7e61-a355-22ccedf9049d,01a07757-3cb4-79d0-86f6-60f96bca5918,f,2025-01-01 12:00:00+00
01a07757-3cbf-7711-94bc-0ac0eaf5519b,01a07757-3add-7432-9975-8ba6425c01b7,01a07757-3ae7-7e61-a355-22d10c31e128,01a07757-3cb4-79d0-86f6-60f96bca5918,f,2025-01-01 12:00:00+00
01a07757-3cc1-7770-8749-192705f449ca,01a07757-3bb6-7260-8642-37791ed35604,01a07757-3c79-7a50-857c-3d5803f788a1,01a07757-3cbf-7711-94bc-0ad64b148f80,f,2025-03-15 16:30:00+00
01a07757-3cc1-7770-8749-193eebf8eacd,01a07757-3bb6-7260-8642-37791ed35604,01a07757-3c79-7a50-857c-3d653e1f2803,01a07757-3cbf-7711-94bc-0ad64b148f80,f,2025-03-15 16:30:00+00
01a07757-3cd5-76e3-bc4b-e382212a7008,01a07757-3add-7432-9975-8ba6425c01b7,01a07757-3ae7-7e61-a355-22ccedf9049d,01a07757-3cd4-7120-8c10-ba154a2df7bb,f,2025-12-25 14:00:00+00
01a07757-3cd5-76e3-bc4b-e39a3da10306,01a07757-3add-7432-9975-8ba6425c01b7,01a07757-3ae7-7e61-a355-22d10c31e128,01a07757-3cd4-7120-8c10-ba154a2df7bb,f,2025-12-25 14:00:00+00
01a07757-6c9e-7fe1-9566-262c0f0581a3,01a07757-6ae8-7753-a09e-e8bccbc3b14a,01a07757-6af6-7950-a2c2-5fe5b99ce358,01a07757-6c88-7f42-8839-f396ba4fcbdd,f,2026-09-06 15:30:13.258614+00
01a07757-6ca2-71f1-85fa-9df1ecf5421b,01a07757-6ae8-7753-a09e-e8bccbc3b14a,01a07757-6af6-7950-a2c2-5ff4ff29617a,01a07757-6c88-7f42-8839-f396ba4fcbdd,f,2026-09-06 15:30:13.258614+00
01a07757-6ca2-71f1-85fa-9e07abbf65d4,01a07757-6ae8-7753-a09e-e8bccbc3b14a,01a07757-6af6-7950-a2c2-5fe5b99ce358,01a07757-6c88-7f42-8839-f396ba4fcbdd,f,2026-09-06 15:30:13.258614+00
01a07757-6ca2-71f1-85fa-9e1f7c8678c7,01a07757-6ae8-7753-a09e-e8bccbc3b14a,01a07757-6af6-7950-a2c2-5ff4ff29617a,01a07757-6c88-7f42-8839-f396ba4fcbdd,f,2026-09-06 15:30:13.258614+00
01a07757-6ca3-7f13-8ee7-5080e4e0b7b5,01a07757-6ae8-7753-a09e-e8bccbc3b14a,01a07757-6af6-7950-a2c2-5fe5b99ce358,01a07757-6c88-7f42-8839-f396ba4fcbdd,f,2026-09-06 15:30:13.258614+00
01a07757-6ca3-7f13-8ee7-509e6a1481f6,01a07757-6ae8-7753-a09e-e8bccbc3b14a,01a07757-6af6-7950-a2c2-5ff4ff29617a,01a07757-6c88-7f42-8839-f396ba4fcbdd,f,2026-09-06 15:30:13.258614+00
01a07757-6e37-7262-8ea1-a85fb6da98e7,01a07757-6b08-7150-a534-2b0b7828eef8,01a07757-6b1a-7e23-8463-5b32b5d62d13,01a07757-6e28-76d2-9314-eb93e8054763,f,2026-09-06 15:30:13.67864+00
01a07757-6e38-7e72-b205-233b08c57526,01a07757-6b08-7150-a534-2b0b7828eef8,01a07757-6ddb-7ca2-996f-07cbbd547ddf,01a07757-6e28-76d2-9314-eb93e8054763,f,2026-09-06 15:30:13.67864+00
01a07757-6e38-7e72-b205-23454b3f480c,01a07757-6b08-7150-a534-2b0b7828eef8,01a07757-6b1a-7e23-8463-5b32b5d62d13,01a07757-6e28-76d2-9314-eb93e8054763,f,2026-09-06 15:30:13.67864+00
01a07757-6e38-7e72-b205-2354fd5d219f,01a07757-6b08-7150-a534-2b0b7828eef8,01a07757-6ddb-7ca2-996f-07cbbd547ddf,01a07757-6e28-76d2-9314-eb93e8054763,f,2026-09-06 15:30:13.67864+00
01a07757-6e38-7e72-b205-236ccbe4a718,01a07757-6b08-7150-a534-2b0b7828eef8,01a07757-6b1a-7e23-8463-5b32b5d62d13,01a07757-6e28-76d2-9314-eb93e8054763,f,2026-09-06 15:30:13.67864+00
01a07757-6e39-7242-bcc5-7905ed53b327,01a07757-6b08-7150-a534-2b0b7828eef8,01a07757-6ddb-7ca2-996f-07cbbd547ddf,01a07757-6e28-76d2-9314-eb93e8054763,f,2026-09-06 15:30:13.67864+00
01a07757-6e70-7f73-8a0e-2e102cd596da,01a07757-6af1-7963-9fe2-4daee4acb105,01a07757-6b03-7d12-beb9-3d738e9435d4,01a07757-6e50-74a0-b84c-090caea094f3,f,2026-09-06 15:30:13.717793+00
01a07757-6e70-7f73-8a0e-2e21e2648770,01a07757-6af1-7963-9fe2-4daee4acb105,01a07757-6b03-7d12-beb9-3d83aeb61d81,01a07757-6e50-74a0-b84c-090caea094f3,f,2026-09-06 15:30:13.717793+00
01a07757-6e71-77a1-bbdb-65e85a3e33f7,01a07757-6af1-7963-9fe2-4daee4acb105,01a07757-6b03-7d12-beb9-3d738e9435d4,01a07757-6e50-74a0-b84c-090caea094f3,f,2026-09-06 15:30:13.717793+00
01a07757-6e72-7ca0-ae48-4b2c2c951d38,01a07757-6af1-7963-9fe2-4daee4acb105,01a07757-6b03-7d12-beb9-3d83aeb61d81,01a07757-6e50-74a0-b84c-090caea094f3,f,2026-09-06 15:30:13.717793+00
01a07757-6e72-7ca0-ae48-4b336df7aead,01a07757-6af1-7963-9fe2-4daee4acb105,01a07757-6b03-7d12-beb9-3d738e9435d4,01a07757-6e50-74a0-b84c-090caea094f3,f,2026-09-06 15:30:13.717793+00
01a07757-6e72-7ca0-ae48-4b44c20e7da7,01a07757-6af1-7963-9fe2-4daee4acb105,01a07757-6b03-7d12-beb9-3d83aeb61d81,01a07757-6e50-74a0-b84c-090caea094f3,f,2026-09-06 15:30:13.717793+00
01a07757-6e89-7700-b0c9-698c66de2ccf,01a07757-6c0e-7733-b6e0-6d081b11755d,01a07757-6e0c-7311-81a9-77171f28491a,01a07757-6e7e-7430-90e0-e6bb70a4db99,f,2026-09-06 15:30:13.758673+00
01a07757-6e89-7700-b0c9-6992ab0bc261,01a07757-6c0e-7733-b6e0-6d081b11755d,01a07757-6e0c-7311-81a9-772875f252f4,01a07757-6e7e-7430-90e0-e6bb70a4db99,f,2026-09-06 15:30:13.758673+00
01a07757-6e8a-7a30-ac9e-737da5a7e3c5,01a07757-6c0e-7733-b6e0-6d081b11755d,01a07757-6e0c-7311-81a9-77171f28491a,01a07757-6e7e-7430-90e0-e6bb70a4db99,f,2026-09-06 15:30:13.758673+00
01a07757-6e8a-7a30-ac9e-7381aa922948,01a07757-6c0e-7733-b6e0-6d081b11755d,01a07757-6e0c-7311-81a9-772875f252f4,01a07757-6e7e-7430-90e0-e6bb70a4db99,f,2026-09-06 15:30:13.758673+00
01a07757-6e8a-7a30-ac9e-73942947bc51,01a07757-6c0e-7733-b6e0-6d081b11755d,01a07757-6e0c-7311-81a9-77171f28491a,01a07757-6e7e-7430-90e0-e6bb70a4db99,f,2026-09-06 15:30:13.758673+00
01a07757-6e8b-7e73-a24a-c8307d3a7203,01a07757-6c0e-7733-b6e0-6d081b11755d,01a07757-6e0c-7311-81a9-772875f252f4,01a07757-6e7e-7430-90e0-e6bb70a4db99,f,2026-09-06 15:30:13.758673+00
01a07757-6eab-7ee0-9743-96c6645b0752,01a07757-6cec-7a72-8dff-cbf874ec6d80,01a07757-6d0e-71c0-90d1-1e538217472b,01a07757-6ea1-7162-8ec4-4b38925419cd,f,2026-09-06 15:30:13.795713+00
01a07757-6eab-7ee0-9743-96d9fd42778c,01a07757-6cec-7a72-8dff-cbf874ec6d80,01a07757-6d0e-71c0-90d1-1e60b2d89ee4,01a07757-6ea1-7162-8ec4-4b38925419cd,f,2026-09-06 15:30:13.795713+00
01a07757-6eac-7b31-ace4-e6e5172c2896,01a07757-6cec-7a72-8dff-cbf874ec6d80,01a07757-6d0e-71c0-90d1-1e538217472b,01a07757-6ea1-7162-8ec4-4b38925419cd,f,2026-09-06 15:30:13.795713+00
01a07757-6eac-7b31-ace4-e6f12d31d3b9,01a07757-6cec-7a72-8dff-cbf874ec6d80,01a07757-6d0e-71c0-90d1-1e60b2d89ee4,01a07757-6ea1-7162-8ec4-4b38925419cd,f,2026-09-06 15:30:13.795713+00
01a07757-6eac-7b31-ace4-e701c7436d4c,01a07757-6cec-7a72-8dff-cbf874ec6d80,01a07757-6d0e-71c0-90d1-1e538217472b,01a07757-6ea1-7162-8ec4-4b38925419cd,f,2026-09-06 15:30:13.795713+00
01a07757-6eac-7b31-ace4-e71695288303,01a07757-6cec-7a72-8dff-cbf874ec6d80,01a07757-6d0e-71c0-90d1-1e60b2d89ee4,01a07757-6ea1-7162-8ec4-4b38925419cd,f,2026-09-06 15:30:13.795713+00
01a07757-6ee3-70c0-99cb-98f8a3a7c329,01a07757-6b08-7150-a534-2b0b7828eef8,01a07757-6b1a-7e23-8463-5b32b5d62d13,01a07757-6ee1-7810-a605-a418136eedcc,f,2026-09-06 15:30:13.858764+00
01a07757-6ee4-7a00-83fe-931aeb0597b6,01a07757-6b08-7150-a534-2b0b7828eef8,01a07757-6dfd-78c0-9053-0dac3ea65a5b,01a07757-6ee1-7810-a605-a418136eedcc,f,2026-09-06 15:30:13.858764+00
01a07757-6ee4-7a00-83fe-93281798dcc1,01a07757-6b08-7150-a534-2b0b7828eef8,01a07757-6b1a-7e23-8463-5b32b5d62d13,01a07757-6ee1-7810-a605-a418136eedcc,f,2026-09-06 15:30:13.858764+00
01a07757-6ee5-79d0-b63d-c5f66cc19b24,01a07757-6b08-7150-a534-2b0b7828eef8,01a07757-6dfd-78c0-9053-0dac3ea65a5b,01a07757-6ee1-7810-a605-a418136eedcc,f,2026-09-06 15:30:13.858764+00
01a07757-6ee5-79d0-b63d-c60664cee4d9,01a07757-6b08-7150-a534-2b0b7828eef8,01a07757-6b1a-7e23-8463-5b32b5d62d13,01a07757-6ee1-7810-a605-a418136eedcc,f,2026-09-06 15:30:13.858764+00
01a07757-6ee5-79d0-b63d-c6145f54a786,01a07757-6b08-7150-a534-2b0b7828eef8,01a07757-6dfd-78c0-9053-0dac3ea65a5b,01a07757-6ee1-7810-a605-a418136eedcc,f,2026-09-06 15:30:13.858764+00
01a07757-6eea-7232-a39e-09e7f8e5bdc8,01a07757-6cec-7a72-8dff-cbf874ec6d80,01a07757-6d0e-71c0-90d1-1e538217472b,01a07757-6ee5-79d0-b63d-c6231d166210,f,2026-09-06 15:30:13.8633+00
01a07757-6eea-7232-a39e-09f1811d76fb,01a07757-6cec-7a72-8dff-cbf874ec6d80,01a07757-6d0e-71c0-90d1-1e60b2d89ee4,01a07757-6ee5-79d0-b63d-c6231d166210,f,2026-09-06 15:30:13.8633+00
01a07757-6eeb-7df3-99f1-2f897f85712d,01a07757-6cec-7a72-8dff-cbf874ec6d80,01a07757-6d0e-71c0-90d1-1e538217472b,01a07757-6ee5-79d0-b63d-c6231d166210,f,2026-09-06 15:30:13.8633+00
01a07757-6eeb-7df3-99f1-2f9e9ba4dde8,01a07757-6cec-7a72-8dff-cbf874ec6d80,01a07757-6d0e-71c0-90d1-1e60b2d89ee4,01a07757-6ee5-79d0-b63d-c6231d166210,f,2026-09-06 15:30:13.8633+00
01a07757-6eeb-7df3-99f1-2fa4d635fa30,01a07757-6cec-7a72-8dff-cbf874ec6d80,01a07757-6d0e-71c0-90d1-1e538217472b,01a07757-6ee5-79d0-b63d-c6231d166210,f,2026-09-06 15:30:13.8633+00
01a07757-6eeb-7df3-99f1-2fb73472d029,01a07757-6cec-7a72-8dff-cbf874ec6d80,01a07757-6d0e-71c0-90d1-1e60b2d89ee4,01a07757-6ee5-79d0-b63d-c6231d166210,f,2026-09-06 15:30:13.8633+00
01a07757-6f40-75c1-8c60-a052dac26d5b,01a07757-6c0e-7733-b6e0-6d081b11755d,01a07757-6e0c-7311-81a9-77171f28491a,01a07757-6f36-76c1-93eb-161c4905bddd,f,2026-09-06 15:30:13.949365+00
01a07757-6f40-75c1-8c60-a06f03501dc9,01a07757-6c0e-7733-b6e0-6d081b11755d,01a07757-6e0c-7311-81a9-772875f252f4,01a07757-6f36-76c1-93eb-161c4905bddd,f,2026-09-06 15:30:13.949365+00
01a07757-6f41-7dd2-aaf4-4e9528d5f43f,01a07757-6c0e-7733-b6e0-6d081b11755d,01a07757-6e0c-7311-81a9-77171f28491a,01a07757-6f36-76c1-93eb-161c4905bddd,f,2026-09-06 15:30:13.949365+00
01a07757-6f41-7dd2-aaf4-4eaddbd8f928,01a07757-6c0e-7733-b6e0-6d081b11755d,01a07757-6e0c-7311-81a9-772875f252f4,01a07757-6f36-76c1-93eb-161c4905bddd,f,2026-09-06 15:30:13.949365+00
01a07757-6f42-7662-9bca-bfe7b616daae,01a07757-6c0e-7733-b6e0-6d081b11755d,01a07757-6e0c-7311-81a9-77171f28491a,01a07757-6f36-76c1-93eb-161c4905bddd,f,2026-09-06 15:30:13.949365+00
